name,address,lat,lon,rating,reviewCount,website,openingHours,source_id,category,primaryType,fetchedAt,googleMapsUrl
Monkey Coffee House,"Opletalova 922/8, Nové Město, 110 00 Praha-Praha 1, Czechia",50.081221899999996,14.4297716,4.7,427,,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 6:00 PM,ChIJFfoJ8vGVC0cRiwYeXaAWbSU,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJFfoJ8vGVC0cRiwYeXaAWbSU
Dorado Coffee,"Betlémské nám. 269/1, Staré Město, 110 00 Praha-Praha 1, Czechia",50.0840442,14.4160486,4.7,401,http://www.doradocoffee.cz/,Monday: Closed; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 8:00 PM; Thursday: 10:00 AM – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 6:00 PM,ChIJvUSK-UOVC0cRdOSOipYnh7U,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJvUSK-UOVC0cRdOSOipYnh7U
Freshly Roasted Coffee,"Truhlářská 33, 110 00 Praha 1-Nové Město, Czechia",50.0911043,14.431526700000001,4.9,729,http://cerstve-prazena-kava.cz/,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,ChIJD6ngDcCUC0cRLa4i4cDV3Sc,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJD6ngDcCUC0cRLa4i4cDV3Sc
Republica Coffee,"Martinská 418/4, Staré Město, 110 00 Praha-Praha 1, Czechia",50.0829604,14.419229900000001,4.4,1070,https://www.facebook.com/republicacoffee/,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 8:00 PM,ChIJl3Ybb-6UC0cR3My7PebuPcM,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJl3Ybb-6UC0cR3My7PebuPcM
Coffee Room Americká,"Americká 16, Vinohrady, 120 00 Praha-Praha 2, Czechia",50.072187,14.4385854,4.7,186,http://www.coffeeroom.cz/,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 6:00 PM; Saturday: 8:30 AM – 5:00 PM; Sunday: 8:30 AM – 5:00 PM,ChIJd9hLP9yVC0cRwJZ11hMnP8o,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJd9hLP9yVC0cRwJZ11hMnP8o
LB COFFEE BISTRO,"Karlova 186/8, Staré Město, 110 00 Praha-Praha 1, Czechia",50.085836799999996,14.415114200000001,4.4,38,http://www.lbcoffee.cz/,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,ChIJ3XixohiVC0cRZdgRXb2bMSg,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJ3XixohiVC0cRZdgRXb2bMSg
ESPRESSO Pštrossova 27,"Pštrossova 218/27, Nové Město, 110 00 Praha-Praha 1, Czechia",50.0793521,14.415567399999997,4.7,140,,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 6:00 PM; Saturday: 8:30 AM – 6:00 PM; Sunday: 8:30 AM – 6:00 PM,ChIJnd5UqfGUC0cRKC5rDs3aOOc,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJnd5UqfGUC0cRKC5rDs3aOOc
Coffee Cube,"Jakubská 664/16, Staré Město, 110 00 Praha-Praha 1, Czechia",50.088532099999995,14.4265763,4.7,489,https://www.facebook.com/coffeecubeoriginal,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 6:00 PM,ChIJZ2s7UeqUC0cRsNusW_nmnYA,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJZ2s7UeqUC0cRsNusW_nmnYA
art Cafe,"Mostecká 49/12, Malá Strana, 118 00 Praha-Praha 1, Czechia",50.0876501,14.4062345,4.6,146,,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 7:00 PM,ChIJyxOtfBiVC0cRSobq6dEP6lY,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJyxOtfBiVC0cRSobq6dEP6lY
Just Croissant - Brunch - Café - Prosecco - Kavárna,"Korunní 1164/49, 120 00 Praha 2-Vinohrady, Czechia",50.0754562,14.4453725,4.4,418,https://instagram.com/just.croissant?igshid=ZWIzMWE5ZmU3Zg==,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: 9:00 AM – 5:00 PM,ChIJlwJzcueVC0cRBWfSRQWWi9w,Regular Cafe,coffee_shop,2026-05-07T10:36:10.721Z,https://www.google.com/maps/search/?api=1&query=place&query_place_id=ChIJlwJzcueVC0cRBWfSRQWWi9w
